origin_city,origin_iata,destination_city,destination_iata,flight_duration_hr,airline,stops,class,estimated_price_usd,estimated_price_eur
Toronto,YYZ,Luxembourg,LUX,12.5,Air France,1 escala,Económica Premium,603.84,555.53
Toronto,YYZ,Luxembourg,LUX,15.4,Turkish Airlines,Directo,Económica,547.39,503.6
Toronto,YYZ,Madrid,MAD,2.3,United,2 escalas,Económica,489.77,450.59
Toronto,YYZ,Manama,BAH,7.3,Singapore Airlines,Directo,Económica,698.14,642.29
Toronto,YYZ,Manama,BAH,17.6,Delta,1 escala,Primera Clase,3848.66,3540.77
Toronto,YYZ,Manama,BAH,8.4,Aeroméxico,1 escala,Primera Clase,3411.49,3138.57
Toronto,YYZ,Manila,MNL,8.0,Qatar Airways,Directo,Primera Clase,1078.6,992.31
Toronto,YYZ,Medellín,MDE,4.6,Qatar Airways,Directo,Económica,350.52,322.48
Toronto,YYZ,Melbourne,MEL,17.9,British Airways,1 escala,Primera Clase,835.35,768.52
Toronto,YYZ,Monaco,NCE,4.7,British Airways,Directo,Económica Premium,414.2,381.06
Toronto,YYZ,Montreal,YUL,5.9,American Airlines,1 escala,Económica,263.78,242.68
Toronto,YYZ,Montreal,YUL,5.2,Turkish Airlines,Directo,Business,878.45,808.17
Toronto,YYZ,Moscú,SVO,12.4,Lufthansa,Directo,Económica,880.8,810.34
Toronto,YYZ,Mykonos,JMK,7.8,British Airways,2 escalas,Primera Clase,4160.39,3827.56
Toronto,YYZ,Mykonos,JMK,10.7,United,1 escala,Económica,341.26,313.96
Toronto,YYZ,Mykonos,JMK,16.8,Emirates,1 escala,Business,1522.19,1400.41
Toronto,YYZ,Nairobi,NBO,15.5,American Airlines,1 escala,Económica,1813.62,1668.53
Toronto,YYZ,New Delhi,DEL,5.7,British Airways,1 escala,Económica,1067.94,982.5
Toronto,YYZ,Nueva York,NYC,2.1,Aeroméxico,1 escala,Económica,155.71,143.25
Toronto,YYZ,Ottawa,YOW,2.5,Turkish Airlines,1 escala,Económica,888.8,817.7
Toronto,YYZ,Ottawa,YOW,12.4,Lufthansa,Directo,Económica,991.88,912.53
Toronto,YYZ,Ottawa,YOW,15.7,British Airways,1 escala,Económica,1058.9,974.19
Toronto,YYZ,Panama City,PTY,11.0,Singapore Airlines,2 escalas,Económica,1027.85,945.62
Toronto,YYZ,París,CDG,9.8,Lufthansa,2 escalas,Business,1662.97,1529.93
Toronto,YYZ,Perth,PER,10.9,United,2 escalas,Primera Clase,139.42,128.27
Toronto,YYZ,Praga,PRG,1.6,Aeroméxico,2 escalas,Económica Premium,153.07,140.82
Toronto,YYZ,Quebec,YQB,3.7,Singapore Airlines,2 escalas,Económica,231.1,212.61
Toronto,YYZ,Reykjavik,KEF,4.9,Aeroméxico,2 escalas,Económica Premium,898.12,826.27
Toronto,YYZ,Riga,RIX,7.7,Singapore Airlines,Directo,Económica Premium,837.52,770.52
Toronto,YYZ,Riga,RIX,13.2,United,1 escala,Business,1117.12,1027.75
Toronto,YYZ,Riga,RIX,12.3,American Airlines,Directo,Económica Premium,1272.29,1170.51
Toronto,YYZ,Río de Janeiro,GIG,13.2,LATAM,Directo,Primera Clase,2429.07,2234.74
Toronto,YYZ,Río de Janeiro,GIG,7.8,Emirates,2 escalas,Primera Clase,3155.54,2903.1
Toronto,YYZ,Río de Janeiro,GIG,2.1,Aeroméxico,1 escala,Económica Premium,1467.12,1349.75
Toronto,YYZ,San Francisco,SFO,17.3,American Airlines,1 escala,Business,2108.27,1939.61
Toronto,YYZ,San Francisco,SFO,6.1,LATAM,2 escalas,Business,2445.79,2250.13
Toronto,YYZ,San Francisco,SFO,16.1,Air France,2 escalas,Business,1106.4,1017.89
Toronto,YYZ,San Marino,RMI,14.6,Singapore Airlines,2 escalas,Primera Clase,1689.23,1554.09
Toronto,YYZ,San Marino,RMI,8.9,Lufthansa,Directo,Económica,226.67,208.54
Toronto,YYZ,Seúl,ICN,5.2,British Airways,1 escala,Primera Clase,380.54,350.1
Toronto,YYZ,Seúl,ICN,8.9,Emirates,1 escala,Económica Premium,876.51,806.39
Toronto,YYZ,Shanghai,PVG,3.0,United,2 escalas,Económica,285.37,262.54
Toronto,YYZ,Singapore,SIN,13.7,LATAM,2 escalas,Business,2357.29,2168.71
Toronto,YYZ,Singapore,SIN,2.5,LATAM,Directo,Primera Clase,1174.04,1080.12
Toronto,YYZ,Singapore,SIN,6.2,LATAM,2 escalas,Business,1101.94,1013.78
Toronto,YYZ,São Paulo,GRU,2.9,American Airlines,1 escala,Económica,1036.05,953.17
Toronto,YYZ,Tallinn,TLL,1.9,United,1 escala,Business,1669.97,1536.37
Toronto,YYZ,Tallinn,TLL,12.1,Emirates,2 escalas,Business,966.09,888.8
Toronto,YYZ,Tallinn,TLL,16.9,Air France,1 escala,Económica Premium,567.51,522.11
Toronto,YYZ,Teherán,THR,10.0,LATAM,2 escalas,Económica,489.03,449.91
Toronto,YYZ,Tokyo,HND,10.1,British Airways,2 escalas,Business,272.45,250.65
Toronto,YYZ,Túnez,TUN,14.5,Singapore Airlines,2 escalas,Business,1335.49,1228.65
Toronto,YYZ,Túnez,TUN,8.1,British Airways,2 escalas,Business,273.94,252.02
Toronto,YYZ,Valletta,MLA,4.0,Qatar Airways,2 escalas,Business,732.4,673.81
Toronto,YYZ,Valletta,MLA,3.2,LATAM,Directo,Económica Premium,837.79,770.77
Toronto,YYZ,Vancouver,YVR,16.4,LATAM,1 escala,Business,979.2,900.86
Toronto,YYZ,Vancouver,YVR,1.7,Aeroméxico,1 escala,Económica,304.45,280.09
Toronto,YYZ,Vienna,VIE,16.8,Emirates,1 escala,Business,320.87,295.2
Toronto,YYZ,Vilnius,VNO,10.7,Qatar Airways,2 escalas,Primera Clase,1968.18,1810.73
Toronto,YYZ,Vilnius,VNO,9.6,Air France,Directo,Económica,193.79,178.29
Toronto,YYZ,Vilnius,VNO,16.9,Emirates,Directo,Primera Clase,1161.45,1068.53
Toronto,YYZ,Warsaw,WAW,10.5,Air France,Directo,Business,1701.64,1565.51
Toronto,YYZ,Warsaw,WAW,7.0,Lufthansa,1 escala,Económica,1177.64,1083.43
Toronto,YYZ,Wellington,WLG,4.8,Turkish Airlines,1 escala,Business,360.13,331.32
Calgary,YYC,Accra,ACC,3.0,American Airlines,2 escalas,Económica Premium,1147.89,1056.06
Calgary,YYC,Adís Abeba,ADD,10.1,United,Directo,Business,568.81,523.31
Calgary,YYC,Adís Abeba,ADD,6.6,Singapore Airlines,1 escala,Económica,1182.96,1088.32
Calgary,YYC,Adís Abeba,ADD,14.6,American Airlines,Directo,Primera Clase,3772.77,3470.95
Calgary,YYC,Amman,AMM,8.3,Air France,Directo,Económica Premium,585.08,538.27
Calgary,YYC,Amman,AMM,13.7,Air France,2 escalas,Económica,451.06,414.98
Calgary,YYC,Amsterdam,AMS,11.7,Delta,Directo,Primera Clase,2824.33,2598.38
Calgary,YYC,Anchorage,ANC,5.5,United,Directo,Business,386.31,355.41
Calgary,YYC,Andorra la Vella,LEU,10.5,LATAM,1 escala,Business,783.16,720.51
Calgary,YYC,Argel,ALG,5.0,Aeroméxico,Directo,Económica Premium,241.34,222.03
Calgary,YYC,Auckland,AKL,14.8,Air France,2 escalas,Económica,782.6,719.99
Calgary,YYC,Auckland,AKL,4.3,LATAM,2 escalas,Económica,1131.01,1040.53
Calgary,YYC,Auckland,AKL,8.8,Turkish Airlines,2 escalas,Económica Premium,266.09,244.8
Calgary,YYC,Auckland,AKL,13.9,Qatar Airways,Directo,Económica Premium,811.43,746.52
Calgary,YYC,Auckland,AKL,13.7,Qatar Airways,2 escalas,Económica Premium,745.17,685.56
Calgary,YYC,Bagdad,BGW,6.4,Air France,2 escalas,Business,1301.65,1197.52
Calgary,YYC,Bagdad,BGW,12.5,Delta,1 escala,Económica,1037.94,954.9
Calgary,YYC,Bali,DPS,16.6,LATAM,1 escala,Económica Premium,805.34,740.91
Calgary,YYC,Bangalore,BLR,12.5,Lufthansa,Directo,Económica,535.4,492.57
Calgary,YYC,Bangalore,BLR,1.8,British Airways,Directo,Económica Premium,693.92,638.41
Calgary,YYC,Bangkok,BKK,2.2,Qatar Airways,1 escala,Económica Premium,410.54,377.7
Calgary,YYC,Barcelona,BCN,14.8,Delta,Directo,Primera Clase,767.31,705.93
Calgary,YYC,Barcelona,BCN,16.3,United,Directo,Económica,920.9,847.23
Calgary,YYC,Beirut,BEY,2.3,United,Directo,Económica Premium,1749.72,1609.74
Calgary,YYC,Berlín,BER,16.6,Aeroméxico,1 escala,Primera Clase,1173.53,1079.65
Calgary,YYC,Bogotá,BOG,15.0,Qatar Airways,Directo,Económica Premium,563.43,518.36
Calgary,YYC,Bogotá,BOG,12.2,Delta,1 escala,Económica Premium,106.58,98.05
Calgary,YYC,Brisbane,BNE,5.1,Aeroméxico,Directo,Económica Premium,654.77,602.39
Calgary,YYC,Brussels,BRU,17.7,United,2 escalas,Primera Clase,3390.84,3119.57
Calgary,YYC,Budapest,BUD,3.4,Air France,Directo,Primera Clase,2008.64,1847.95
Calgary,YYC,Budapest,BUD,3.6,British Airways,Directo,Business,2034.25,1871.51
Calgary,YYC,Buenos Aires,EZE,4.9,Emirates,2 escalas,Económica,657.74,605.12
Calgary,YYC,Cape Town,CPT,10.3,Lufthansa,1 escala,Económica,136.79,125.85
Calgary,YYC,Caracas,CCS,6.1,LATAM,Directo,Económica Premium,1187.48,1092.48
Calgary,YYC,Cartagena,CTG,16.1,Delta,2 escalas,Primera Clase,4103.47,3775.19
Calgary,YYC,Chicago,ORD,4.1,Aeroméxico,Directo,Económica,354.83,326.44
Calgary,YYC,Copenhague,CPH,16.5,Emirates,Directo,Económica Premium,825.32,759.29
Calgary,YYC,Copenhague,CPH,2.6,Air France,2 escalas,Económica Premium,1041.43,958.12
Calgary,YYC,Doha,DOH,14.8,British Airways,1 escala,Económica,1862.21,1713.23
Calgary,YYC,Estocolmo,ARN,10.6,Qatar Airways,Directo,Económica Premium,284.61,261.84
Calgary,YYC,Ginebra,GVA,3.5,Emirates,2 escalas,Business,2116.19,1946.89
Calgary,YYC,Guadalajara,GDL,15.4,Emirates,1 escala,Económica Premium,591.86,544.51
Calgary,YYC,Ho Chi Minh City,SGN,6.2,Delta,Directo,Business,218.09,200.64
Calgary,YYC,Ho Chi Minh City,SGN,8.8,Qatar Airways,Directo,Económica Premium,1188.67,1093.58
Calgary,YYC,Ho Chi Minh City,SGN,13.3,LATAM,Directo,Primera Clase,565.01,519.81
Calgary,YYC,Houston,IAH,9.9,Emirates,Directo,Económica,672.07,618.3
Calgary,YYC,Hyderabad,HYD,11.6,United,Directo,Económica Premium,1100.11,1012.1
Calgary,YYC,Hyderabad,HYD,6.3,Delta,Directo,Económica Premium,216.46,199.14
Calgary,YYC,Jakarta,CGK,10.1,Qatar Airways,1 escala,Business,2255.37,2074.94
Calgary,YYC,Jerusalén,TLV,14.6,Emirates,Directo,Primera Clase,1131.54,1041.02
Calgary,YYC,Jerusalén,TLV,4.3,United,2 escalas,Económica Premium,1052.37,968.18
Calgary,YYC,Jerusalén,TLV,15.4,Aeroméxico,1 escala,Económica Premium,312.76,287.74
Calgary,YYC,Jerusalén,TLV,7.3,Turkish Airlines,2 escalas,Business,1446.14,1330.45
Calgary,YYC,Kuala Lumpur,KUL,8.8,Lufthansa,Directo,Económica Premium,320.69,295.03
Calgary,YYC,Kuwait City,KWI,16.3,Air France,Directo,Económica Premium,1907.27,1754.69
Calgary,YYC,Kuwait City,KWI,10.1,United,Directo,Business,1545.11,1421.5
Calgary,YYC,Lima,LIM,17.4,Qatar Airways,Directo,Primera Clase,955.53,879.09
Calgary,YYC,Lisboa,LIS,13.7,Singapore Airlines,Directo,Business,2346.96,2159.2
Calgary,YYC,Los Angeles,LAX,15.0,Air France,1 escala,Económica Premium,745.85,686.18
Calgary,YYC,Luxembourg,LUX,2.0,Turkish Airlines,Directo,Económica Premium,1884.15,1733.42
Calgary,YYC,Luxembourg,LUX,8.1,Aeroméxico,Directo,Business,2368.21,2178.75
Calgary,YYC,Manama,BAH,16.2,American Airlines,Directo,Primera Clase,1471.98,1354.22
Calgary,YYC,Manama,BAH,10.6,United,Directo,Primera Clase,1694.7,1559.12
Calgary,YYC,Manila,MNL,2.0,Emirates,1 escala,Business,778.8,716.5
Calgary,YYC,Medellín,MDE,12.3,Singapore Airlines,1 escala,Business,201.48,185.36
Calgary,YYC,Melbourne,MEL,6.9,Singapore Airlines,Directo,Primera Clase,1976.94,1818.78
Calgary,YYC,Miami,MIA,3.6,Air France,1 escala,Económica,1197.12,1101.35
Calgary,YYC,Miami,MIA,16.7,Delta,Directo,Económica Premium,561.94,516.98
Calgary,YYC,Monaco,NCE,8.1,LATAM,1 escala,Económica,1497.25,1377.47
Calgary,YYC,Monaco,NCE,12.0,Air France,1 escala,Business,1820.19,1674.57
Calgary,YYC,Montreal,YUL,4.2,American Airlines,Directo,Primera Clase,4014.41,3693.26
Calgary,YYC,Moscú,SVO,5.5,Lufthansa,2 escalas,Económica Premium,313.89,288.78
Calgary,YYC,Mykonos,JMK,6.7,Delta,2 escalas,Primera Clase,3662.36,3369.37
Calgary,YYC,Nairobi,NBO,14.6,Singapore Airlines,2 escalas,Económica,1571.83,1446.08
Calgary,YYC,New Delhi,DEL,12.1,Emirates,2 escalas,Económica,277.37,255.18
Calgary,YYC,New Delhi,DEL,9.7,LATAM,2 escalas,Primera Clase,3418.25,3144.79
Calgary,YYC,Nueva York,NYC,5.2,Turkish Airlines,Directo,Económica,593.45,545.97
Calgary,YYC,Osaka,KIX,4.6,Emirates,2 escalas,Económica,1192.56,1097.16
Calgary,YYC,Ottawa,YOW,7.5,Qatar Airways,1 escala,Económica,1610.45,1481.61
Calgary,YYC,Panama City,PTY,15.8,Air France,Directo,Económica,284.59,261.82
Calgary,YYC,Panama City,PTY,3.5,Singapore Airlines,2 escalas,Económica Premium,989.04,909.92
Calgary,YYC,Perth,PER,13.5,British Airways,2 escalas,Primera Clase,1936.0,1781.12
Calgary,YYC,Punta Cana,PUJ,12.3,Delta,Directo,Económica Premium,853.69,785.39
Calgary,YYC,Reykjavik,KEF,1.8,United,1 escala,Business,1455.4,1338.97
Calgary,YYC,Riga,RIX,3.3,LATAM,Directo,Económica,610.14,561.33
Calgary,YYC,Riga,RIX,4.1,Singapore Airlines,2 escalas,Económica Premium,424.77,390.79
Calgary,YYC,Roma,FCO,3.5,British Airways,Directo,Business,2570.98,2365.3
Calgary,YYC,San Juan,SJU,6.6,American Airlines,2 escalas,Económica,690.28,635.06
Calgary,YYC,San Marino,RMI,11.7,Emirates,2 escalas,Business,304.78,280.4
Calgary,YYC,San Marino,RMI,3.0,LATAM,1 escala,Primera Clase,1554.79,1430.41
Calgary,YYC,Santiago,SCL,3.8,American Airlines,2 escalas,Primera Clase,3946.48,3630.76
Calgary,YYC,Shanghai,PVG,7.8,Emirates,1 escala,Primera Clase,2192.55,2017.15
Calgary,YYC,Shanghai,PVG,10.6,Air France,2 escalas,Business,2580.31,2373.89
Calgary,YYC,Shanghai,PVG,1.6,Singapore Airlines,Directo,Business,347.49,319.69
Calgary,YYC,Sydney,SYD,15.3,Lufthansa,2 escalas,Económica,422.87,389.04
Calgary,YYC,São Paulo,GRU,13.6,Aeroméxico,1 escala,Económica,253.49,233.21
Calgary,YYC,Tallinn,TLL,17.5,United,2 escalas,Económica Premium,1431.53,1317.01
Calgary,YYC,Teherán,THR,5.5,Delta,2 escalas,Económica Premium,968.29,890.83
Calgary,YYC,Tokyo,HND,10.0,British Airways,2 escalas,Business,2392.41,2201.02
Calgary,YYC,Toronto,YYZ,12.5,American Airlines,1 escala,Económica,87.8,80.78
Calgary,YYC,Túnez,TUN,11.5,Turkish Airlines,2 escalas,Business,1828.41,1682.14
Calgary,YYC,Valletta,MLA,5.0,Air France,Directo,Económica,1371.86,1262.11
Calgary,YYC,Vienna,VIE,1.7,Aeroméxico,1 escala,Económica Premium,1552.98,1428.74
Calgary,YYC,Vilnius,VNO,8.6,Lufthansa,Directo,Business,1220.86,1123.19
Calgary,YYC,Warsaw,WAW,2.1,Lufthansa,Directo,Económica Premium,777.54,715.34
Calgary,YYC,Warsaw,WAW,15.3,LATAM,2 escalas,Económica Premium,266.59,245.26
Calgary,YYC,Warsaw,WAW,11.4,Delta,2 escalas,Primera Clase,438.09,403.04
Calgary,YYC,Warsaw,WAW,13.7,Qatar Airways,Directo,Primera Clase,3255.91,2995.44
Calgary,YYC,Warsaw,WAW,16.9,Singapore Airlines,Directo,Business,2424.25,2230.31
Calgary,YYC,Wellington,WLG,13.1,Qatar Airways,2 escalas,Económica Premium,987.54,908.54
Calgary,YYC,Wellington,WLG,6.2,Qatar Airways,1 escala,Primera Clase,954.88,878.49
Calgary,YYC,Zurich,ZRH,5.9,Singapore Airlines,2 escalas,Primera Clase,997.04,917.28
Calgary,YYC,Zurich,ZRH,8.7,Emirates,2 escalas,Business,244.04,224.52
Ottawa,YOW,Accra,ACC,11.8,Lufthansa,1 escala,Business,1008.19,927.53
Ottawa,YOW,Adís Abeba,ADD,1.8,British Airways,2 escalas,Económica Premium,480.84,442.37
Ottawa,YOW,Adís Abeba,ADD,7.6,Singapore Airlines,1 escala,Económica Premium,988.8,909.7
Ottawa,YOW,Amman,AMM,16.4,Lufthansa,1 escala,Business,626.54,576.42
Ottawa,YOW,Amman,AMM,2.6,Lufthansa,1 escala,Business,568.21,522.75
Ottawa,YOW,Amman,AMM,16.0,Qatar Airways,1 escala,Económica,878.59,808.3
Ottawa,YOW,Anchorage,ANC,8.7,Emirates,2 escalas,Económica,911.08,838.19
Ottawa,YOW,Anchorage,ANC,3.4,Lufthansa,1 escala,Primera Clase,3747.59,3447.78
Ottawa,YOW,Andorra la Vella,LEU,7.5,Turkish Airlines,Directo,Business,1507.4,1386.81
Ottawa,YOW,Andorra la Vella,LEU,15.4,Emirates,2 escalas,Económica Premium,634.9,584.11
Ottawa,YOW,Argel,ALG,5.4,United,2 escalas,Económica Premium,946.61,870.88
Ottawa,YOW,Auckland,AKL,9.7,British Airways,2 escalas,Económica,305.38,280.95
Ottawa,YOW,Bagdad,BGW,17.0,Emirates,1 escala,Económica Premium,883.03,812.39
Ottawa,YOW,Bali,DPS,12.3,American Airlines,Directo,Business,977.13,898.96
Ottawa,YOW,Bali,DPS,16.2,Emirates,1 escala,Económica Premium,825.07,759.06
Ottawa,YOW,Barcelona,BCN,6.8,Turkish Airlines,2 escalas,Primera Clase,2948.21,2712.35
Ottawa,YOW,Beijing,PEK,16.8,Air France,1 escala,Económica Premium,134.66,123.89
Ottawa,YOW,Beirut,BEY,11.0,Singapore Airlines,2 escalas,Business,468.64,431.15
Ottawa,YOW,Beirut,BEY,16.3,Turkish Airlines,1 escala,Económica,95.98,88.3
Ottawa,YOW,Berlín,BER,6.4,American Airlines,1 escala,Económica Premium,1067.95,982.51
Ottawa,YOW,Brisbane,BNE,13.6,Air France,1 escala,Business,194.99,179.39
Ottawa,YOW,Brisbane,BNE,16.7,Aeroméxico,Directo,Económica,639.05,587.93
Ottawa,YOW,Brisbane,BNE,13.0,United,2 escalas,Económica,959.32,882.57
Ottawa,YOW,Brussels,BRU,2.6,American Airlines,1 escala,Business,2267.28,2085.9
Ottawa,YOW,Brussels,BRU,6.0,Emirates,Directo,Económica,538.91,495.8
Ottawa,YOW,Buenos Aires,EZE,14.6,United,Directo,Primera Clase,2007.28,1846.7
Ottawa,YOW,Calgary,YYC,3.7,Turkish Airlines,Directo,Business,2435.73,2240.87
Ottawa,YOW,Cancún,CUN,8.7,Turkish Airlines,Directo,Económica Premium,470.94,433.26
Ottawa,YOW,Caracas,CCS,17.5,LATAM,Directo,Primera Clase,1352.51,1244.31
Ottawa,YOW,Cartagena,CTG,15.8,Aeroméxico,2 escalas,Económica Premium,140.38,129.15
Ottawa,YOW,Casablanca,CMN,7.1,Delta,2 escalas,Económica,780.53,718.09
Ottawa,YOW,Chicago,ORD,17.9,American Airlines,Directo,Económica,1197.51,1101.71
Ottawa,YOW,Ciudad de México,MEX,16.9,Delta,1 escala,Business,1118.16,1028.71
Ottawa,YOW,Doha,DOH,3.2,Singapore Airlines,2 escalas,Business,855.85,787.38
Ottawa,YOW,Doha,DOH,10.7,American Airlines,Directo,Económica,823.59,757.7
Ottawa,YOW,Dubai,DXB,4.8,American Airlines,Directo,Business,2173.34,1999.47
Ottawa,YOW,Dubai,DXB,8.2,United,2 escalas,Económica Premium,342.14,314.77
Ottawa,YOW,Dubai,DXB,14.8,Qatar Airways,Directo,Primera Clase,4077.05,3750.89
Ottawa,YOW,Dubai,DXB,6.0,American Airlines,1 escala,Económica Premium,639.17,588.04
Ottawa,YOW,Guadalajara,GDL,9.8,United,1 escala,Económica,1132.12,1041.55
Ottawa,YOW,Helsinki,HEL,8.4,Lufthansa,Directo,Business,716.72,659.38
Ottawa,YOW,Ho Chi Minh City,SGN,16.3,Lufthansa,2 escalas,Económica,376.01,345.93
Ottawa,YOW,Honolulu,HNL,16.5,Singapore Airlines,2 escalas,Business,2218.79,2041.29
Ottawa,YOW,Houston,IAH,9.2,United,Directo,Económica,512.2,471.22
Ottawa,YOW,Hyderabad,HYD,12.9,British Airways,2 escalas,Económica Premium,445.55,409.91
Ottawa,YOW,Hyderabad,HYD,16.4,Turkish Airlines,1 escala,Business,1730.07,1591.66
Ottawa,YOW,Jakarta,CGK,9.7,Air France,1 escala,Económica,967.44,890.04
Ottawa,YOW,Jakarta,CGK,6.6,Emirates,1 escala,Económica Premium,1242.92,1143.49
Ottawa,YOW,Jerusalén,TLV,6.0,United,Directo,Business,515.17,473.96
Ottawa,YOW,Jerusalén,TLV,5.9,Delta,1 escala,Económica Premium,858.3,789.64
Ottawa,YOW,Jerusalén,TLV,10.8,American Airlines,1 escala,Económica Premium,1167.59,1074.18
Ottawa,YOW,Johannesburg,JNB,3.6,British Airways,Directo,Económica Premium,968.64,891.15
Ottawa,YOW,Johannesburg,JNB,17.0,British Airways,Directo,Primera Clase,3744.06,3444.54
Ottawa,YOW,Kuala Lumpur,KUL,11.5,Turkish Airlines,1 escala,Primera Clase,1399.19,1287.25
Ottawa,YOW,Kuala Lumpur,KUL,17.1,Lufthansa,1 escala,Primera Clase,570.43,524.8
Ottawa,YOW,Kuwait City,KWI,7.0,Lufthansa,2 escalas,Económica,974.16,896.23
Ottawa,YOW,Kuwait City,KWI,5.8,Air France,2 escalas,Primera Clase,3904.9,3592.51
Ottawa,YOW,Londres,LHR,17.4,LATAM,Directo,Económica,436.55,401.63
Ottawa,YOW,Londres,LHR,5.7,Air France,Directo,Business,1914.16,1761.03
Ottawa,YOW,Londres,LHR,13.4,United,Directo,Económica,659.45,606.69
Ottawa,YOW,Los Angeles,LAX,3.1,Singapore Airlines,Directo,Business,2112.55,1943.55
Ottawa,YOW,Luxembourg,LUX,4.6,American Airlines,Directo,Business,520.0,478.4
Ottawa,YOW,Luxembourg,LUX,7.3,Air France,1 escala,Económica,386.0,355.12
Ottawa,YOW,Luxembourg,LUX,9.9,LATAM,1 escala,Primera Clase,3756.78,3456.24
Ottawa,YOW,Manama,BAH,12.5,LATAM,Directo,Económica,1850.22,1702.2
Ottawa,YOW,Manama,BAH,7.7,British Airways,Directo,Económica Premium,1260.41,1159.58
Ottawa,YOW,Manila,MNL,11.4,Aeroméxico,Directo,Económica Premium,738.91,679.8
Ottawa,YOW,Manila,MNL,2.4,LATAM,Directo,Económica Premium,653.67,601.38
Ottawa,YOW,Manila,MNL,11.6,LATAM,2 escalas,Económica,592.84,545.41
Ottawa,YOW,Medellín,MDE,7.4,Emirates,1 escala,Primera Clase,777.15,714.98
Ottawa,YOW,Melbourne,MEL,11.4,Emirates,1 escala,Económica,919.75,846.17
Ottawa,YOW,Melbourne,MEL,10.9,Delta,2 escalas,Business,1267.8,1166.38
Ottawa,YOW,Miami,MIA,11.4,Air France,1 escala,Económica Premium,694.21,638.67
Ottawa,YOW,Monaco,NCE,11.0,American Airlines,2 escalas,Business,1553.29,1429.03
Ottawa,YOW,Monaco,NCE,13.0,Singapore Airlines,2 escalas,Económica,734.7,675.92
Ottawa,YOW,Nairobi,NBO,2.6,American Airlines,Directo,Business,222.06,204.3
Ottawa,YOW,Nairobi,NBO,17.0,Turkish Airlines,2 escalas,Primera Clase,812.08,747.11
Ottawa,YOW,Nairobi,NBO,13.1,Aeroméxico,Directo,Económica,340.21,312.99
Ottawa,YOW,New Delhi,DEL,16.8,Air France,1 escala,Primera Clase,381.41,350.9
Ottawa,YOW,New Delhi,DEL,8.7,Emirates,1 escala,Económica,1121.0,1031.32
Ottawa,YOW,Nueva York,NYC,15.3,Emirates,2 escalas,Económica,915.37,842.14
Ottawa,YOW,Oslo,OSL,8.9,Qatar Airways,1 escala,Económica,964.82,887.63
Ottawa,YOW,Panama City,PTY,3.8,Lufthansa,Directo,Económica,500.26,460.24
Ottawa,YOW,Panama City,PTY,5.4,Delta,1 escala,Business,627.6,577.39
Ottawa,YOW,París,CDG,17.9,Delta,Directo,Económica Premium,378.79,348.49
Ottawa,YOW,París,CDG,13.9,Air France,2 escalas,Business,2250.06,2070.06
Ottawa,YOW,Perth,PER,2.6,British Airways,Directo,Business,1075.22,989.2
Ottawa,YOW,Praga,PRG,7.7,Turkish Airlines,Directo,Económica Premium,175.6,161.55
Ottawa,YOW,Punta Cana,PUJ,3.1,United,Directo,Business,605.66,557.21
Ottawa,YOW,Quebec,YQB,14.5,Qatar Airways,1 escala,Primera Clase,3582.9,3296.27
Ottawa,YOW,Quito,UIO,11.2,United,2 escalas,Business,2089.92,1922.73
Ottawa,YOW,Reykjavik,KEF,3.4,LATAM,Directo,Económica Premium,1027.78,945.56
Ottawa,YOW,Reykjavik,KEF,15.9,British Airways,1 escala,Business,346.37,318.66
Ottawa,YOW,Reykjavik,KEF,4.1,Aeroméxico,Directo,Business,1300.07,1196.06
Ottawa,YOW,Riga,RIX,6.1,Emirates,1 escala,Business,788.44,725.36
Ottawa,YOW,Riga,RIX,14.2,British Airways,1 escala,Primera Clase,2315.5,2130.26
Ottawa,YOW,Río de Janeiro,GIG,16.4,Emirates,1 escala,Económica,906.9,834.35
Ottawa,YOW,Río de Janeiro,GIG,1.8,Lufthansa,1 escala,Primera Clase,1529.39,1407.04
Ottawa,YOW,Río de Janeiro,GIG,13.5,American Airlines,Directo,Económica,339.08,311.95
Ottawa,YOW,San Francisco,SFO,6.5,British Airways,Directo,Económica Premium,1470.51,1352.87
Ottawa,YOW,San Francisco,SFO,6.0,American Airlines,Directo,Primera Clase,3372.56,3102.76
Ottawa,YOW,San Marino,RMI,5.9,United,Directo,Business,171.65,157.92
Ottawa,YOW,San Marino,RMI,2.8,Emirates,2 escalas,Económica,682.93,628.3
Ottawa,YOW,Santiago,SCL,4.4,United,2 escalas,Económica Premium,1146.86,1055.11
Ottawa,YOW,Seúl,ICN,16.3,LATAM,Directo,Business,1537.94,1414.9
Ottawa,YOW,Seúl,ICN,14.8,British Airways,2 escalas,Económica Premium,1184.66,1089.89
Ottawa,YOW,Shanghai,PVG,16.4,Qatar Airways,1 escala,Económica,324.88,298.89
Ottawa,YOW,Shanghai,PVG,16.0,United,Directo,Económica,614.72,565.54
Ottawa,YOW,Sydney,SYD,14.9,Air France,2 escalas,Económica,297.85,274.02
Ottawa,YOW,São Paulo,GRU,16.6,Delta,Directo,Business,1319.6,1214.03
Ottawa,YOW,São Paulo,GRU,6.0,United,1 escala,Económica,664.2,611.06
Ottawa,YOW,São Paulo,GRU,17.9,Emirates,Directo,Primera Clase,3728.47,3430.19
Ottawa,YOW,Tallinn,TLL,17.2,Lufthansa,Directo,Primera Clase,1178.67,1084.38
Ottawa,YOW,Tallinn,TLL,6.5,LATAM,1 escala,Económica,679.43,625.08
